OrphaCode,Name,Linearization Class
573253,Split cord malformation type II,Rare developmental defect during embryogenesis
633076,"Split cord malformation, composite type",Rare developmental defect during embryogenesis
71271,Split hand-split foot-deafness syndrome,Rare developmental defect during embryogenesis
488232,Split-foot malformation-mesoaxial polydactyly syndrome,Rare developmental defect during embryogenesis
93357,SPONASTRIME dysplasia,Rare bone disease
3180,Spondylocamptodactyly syndrome,Rare bone disease
3275,Spondylocarpotarsal synostosis,Rare bone disease
536471,Spondylodysplastic Ehlers-Danlos syndrome,Rare systemic or rheumatologic disease
1855,Spondyloenchondrodysplasia,Rare bone disease
93346,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type",Rare bone disease
642099,"Spondyloepimetaphyseal dysplasia with joint laxity, Beighton type",Rare bone disease
642085,"Spondyloepimetaphyseal dysplasia with joint laxity, EXOC6B type",Rare bone disease
93360,"Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type",Rare bone disease
171866,"Spondyloepimetaphyseal dysplasia, aggrecan type",Rare bone disease
168454,"Spondyloepimetaphyseal dysplasia, Geneviève type",Rare bone disease
99642,"Spondyloepimetaphyseal dysplasia, Handigodu type",Rare bone disease
93351,"Spondyloepimetaphyseal dysplasia, Irapa type",Rare bone disease
370015,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",Rare bone disease
156728,"Spondyloepimetaphyseal dysplasia, matrilin-3 type",Rare bone disease
93356,"Spondyloepimetaphyseal dysplasia, Missouri type",Rare bone disease
93282,"Spondyloepimetaphyseal dysplasia, PAPSS2 type",Rare bone disease
93352,"Spondyloepimetaphyseal dysplasia, Shohat type",Rare bone disease
168451,Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,Rare bone disease
168443,Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,Rare bone disease
93358,Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome,Rare bone disease
94068,Spondyloepiphyseal dysplasia congenita,Rare bone disease
93284,Spondyloepiphyseal dysplasia tarda,Rare bone disease
163665,"Spondyloepiphyseal dysplasia tarda, Kohn type",Rare bone disease
137678,Spondyloepiphyseal dysplasia with metatarsal shortening,Rare bone disease
93283,"Spondyloepiphyseal dysplasia, Kimberley type",Rare bone disease
163668,"Spondyloepiphyseal dysplasia, MacDermot type",Rare bone disease
263482,"Spondyloepiphyseal dysplasia, Maroteaux type",Rare bone disease
163662,"Spondyloepiphyseal dysplasia, Reardon type",Rare bone disease
459051,"Spondyloepiphyseal dysplasia, Stanescu type",Rare bone disease
163654,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,Rare bone disease
163649,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome,Rare bone disease
611207,Spondyloepiphyseal dysplasia-sensorineural hearing loss-intellectual disability-Leber congenital amaurosis syndrome,Rare bone disease
228387,Spondylo-megaepiphyseal-metaphyseal dysplasia,Rare bone disease
168555,"Spondylometaphyseal dysplasia, A4 type",Rare bone disease
93315,"Spondylometaphyseal dysplasia, 'corner fracture' type",Rare bone disease
168544,"Spondylometaphyseal dysplasia, Golden type",Rare bone disease
93314,"Spondylometaphyseal dysplasia, Kozlowski type",Rare bone disease
93316,"Spondylometaphyseal dysplasia, Schmidt type",Rare bone disease
93317,"Spondylometaphyseal dysplasia, Sedaghatian type",Rare bone disease
168552,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,Rare bone disease
85167,Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,Rare bone disease
589435,Spondylometaphyseal dysplasia-corneal dystrophy syndrome,Rare bone disease
85194,Spondylo-ocular syndrome,Rare bone disease
1856,Spondyloperipheral dysplasia-short ulna syndrome,Rare bone disease
645793,Spontaneous intestinal perforation,Rare gastroenterologic disease
443180,Spontaneous intracranial hypotension,Rare neurologic disease
29822,Spontaneous periodic hypothermia,Rare neurologic disease
247234,Sporadic adult-onset ataxia of unknown etiology,Rare neurologic disease
204,Sporadic Creutzfeldt-Jakob disease,Rare neurologic disease
586130,Sporadic fatal insomnia,Rare neurologic disease
1665,Sporadic fetal brain disruption sequence,Rare developmental defect during embryogenesis
306776,Sporadic hyperekplexia,Rare neurologic disease
225147,Sporadic infantile bilateral striatal necrosis,Rare developmental defect during embryogenesis
276621,Sporadic pheochromocytoma/secreting paraganglioma,Rare endocrine disease
443057,Sporadic porphyria cutanea tarda,Rare inborn errors of metabolism
826,Sporotrichosis,Rare infectious disease
3181,Sprengel deformity,Rare developmental defect during embryogenesis
424996,Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,Rare neoplastic disease
424975,Squamous cell carcinoma of liver and intrahepatic biliary tract,Rare neoplastic disease
424039,Squamous cell carcinoma of pancreas,Rare neoplastic disease
500481,Squamous cell carcinoma of salivary glands,Rare neoplastic disease
424019,Squamous cell carcinoma of the anal canal,Rare neoplastic disease
213767,Squamous cell carcinoma of the cervix uteri,Rare neoplastic disease
423994,Squamous cell carcinoma of the colon,Rare neoplastic disease
213716,Squamous cell carcinoma of the corpus uteri,Rare neoplastic disease
99977,Squamous cell carcinoma of the esophagus,Rare neoplastic disease
494547,Squamous cell carcinoma of the hypopharynx,Rare neoplastic disease
494550,Squamous cell carcinoma of the larynx,Rare neoplastic disease
502366,Squamous cell carcinoma of the lip,Rare neoplastic disease
500464,Squamous cell carcinoma of the nasal cavity and paranasal sinuses,Rare neoplastic disease
502363,Squamous cell carcinoma of the oral cavity,Rare neoplastic disease
500478,Squamous cell carcinoma of the oropharynx,Rare neoplastic disease
398058,Squamous cell carcinoma of the penis,Rare neoplastic disease
424002,Squamous cell carcinoma of the rectum,Rare neoplastic disease
423968,Squamous cell carcinoma of the small intestine,Rare neoplastic disease
418959,Squamous cell carcinoma of the stomach,Rare neoplastic disease
324737,SRD5A3-CDG,Rare inborn errors of metabolism
370927,SSR4-CDG,Rare neurologic disease
83484,St. Louis encephalitis,Rare infectious disease
502434,STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome,Rare developmental defect during embryogenesis
140917,Stapes ankylosis with broad thumbs and toes,Rare developmental defect during embryogenesis
36238,Staphylococcal necrotizing pneumonia,Rare infectious disease
36236,Staphylococcal scalded skin syndrome,Rare infectious disease
36235,Staphylococcal scarlet fever,Rare infectious disease
99919,Staphylococcal toxic-shock syndrome,Rare infectious disease
827,Stargardt disease,Rare ophthalmic disorder
166427,Startle epilepsy,Rare neurologic disease
438159,STAT3-related early-onset multisystem autoimmune disease,Rare immune disease
3184,Steatocystoma multiplex-natal teeth syndrome,Rare developmental defect during embryogenesis
438117,Steel syndrome,Rare bone disease
273,Steinert myotonic dystrophy,Rare neurologic disease
210115,Sterile multifocal osteomyelitis with periostitis and pustulosis,Rare systemic or rheumatologic disease
2017,Sternal cleft,Rare developmental defect during embryogenesis
3196,Steroid dehydrogenase deficiency-dental anomalies syndrome,Rare developmental defect during embryogenesis
83601,Steroid-responsive encephalopathy associated with autoimmune thyroiditis,Rare neurologic disease
36426,Stevens-Johnson syndrome,Rare skin disease
506784,Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome,Rare skin disease
95455,Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum,Rare skin disease
828,Stickler syndrome,Rare bone disease
90653,Stickler syndrome type 1,Rare bone disease
90654,Stickler syndrome type 2,Rare bone disease
3198,Stiff person spectrum disorder,Rare neurologic disease
2833,Stiff skin syndrome,Rare skin disease
3199,Stimmler syndrome,Rare developmental defect during embryogenesis
425120,STING-associated vasculopathy with onset in infancy,Rare systemic or rheumatologic disease
3204,Stormorken-Sjaastad-Langslet syndrome,Rare hematologic disease
99064,Straddling and/or overriding mitral valve,Rare developmental defect during embryogenesis
95461,Straddling or overriding tricuspid valve,Rare developmental defect during embryogenesis
99905,Streptobacillary rat-bite fever,Rare infectious disease
99918,Streptococcal toxic-shock syndrome,Rare infectious disease
544493,Streptococcus pneumoniae-associated hemolytic uremic syndrome,Rare renal disease
50942,Striate palmoplantar keratoderma,Rare skin disease
506307,Stromme syndrome,Rare developmental defect during embryogenesis
76,Strongyloidiasis,Rare infectious disease
370921,STT3A-CDG,Rare neurologic disease
370924,STT3B-CDG,Rare neurologic disease
3205,Sturge-Weber syndrome,Rare developmental defect during embryogenesis
3206,Stüve-Wiedemann syndrome,Rare bone disease
599373,STXBP1-related encephalopathy,Rare neurologic disease
163525,Subacute cutaneous lupus erythematosus,Rare skin disease
206594,Subacute inflammatory demyelinating polyneuropathy,Rare neurologic disease
2806,Subacute sclerosing leukoencephalitis,Rare neurologic disease
99113,Subaortic course of innominate vein,Rare developmental defect during embryogenesis
3191,Subaortic stenosis-short stature syndrome,Rare developmental defect during embryogenesis
48377,Subcorneal pustular dermatosis,Rare skin disease
99796,Subcortical band heterotopia,Rare developmental defect during embryogenesis
101029,Sub-cortical nodular heterotopia,Rare developmental defect during embryogenesis
86884,Subcutaneous panniculitis-like T-cell lymphoma,Rare neoplastic disease
251618,Subependymal giant cell astrocytoma,Rare neoplastic disease
101030,Subependymal nodular heterotopia,Rare developmental defect during embryogenesis
251639,Subependymoma,Rare neoplastic disease
98959,Subepithelial mucinous corneal dystrophy,Rare ophthalmic disorder
155878,Submucosal cleft palate,Rare developmental defect during embryogenesis
3190,Subpulmonary stenosis,Rare developmental defect during embryogenesis
22,Succinic semialdehyde dehydrogenase deficiency,Rare inborn errors of metabolism
832,Succinyl-CoA:3-oxoacid CoA transferase deficiency,Rare inborn errors of metabolism
168593,Sudden infant death-dysgenesis of the testes syndrome,Rare developmental defect during embryogenesis
90059,Sudden sensorineural hearing loss,Rare otorhinolaryngologic disease
498602,Sugarman brachydactyly,Rare developmental defect during embryogenesis
99732,Sulfite oxidase deficiency due to molybdenum cofactor deficiency,Rare inborn errors of metabolism
308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,Rare inborn errors of metabolism
308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,Rare inborn errors of metabolism
308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C,Rare inborn errors of metabolism
3210,Summitt syndrome,Rare developmental defect during embryogenesis
57145,SUNCT syndrome,Rare neurologic disease
455,Superficial epidermolytic ichthyosis,Rare skin disease
247245,Superficial siderosis,Rare neurologic disease
88633,Superior limbic keratoconjunctivitis,Rare ophthalmic disorder
622099,Superior mesenteric artery syndrome,Rare gastroenterologic disease
180182,Supernumerary breasts,Rare developmental defect during embryogenesis
141096,Supernumerary nostril,Rare developmental defect during embryogenesis
466695,Supratip dysplasia,Rare developmental defect during embryogenesis
3193,Supravalvular aortic stenosis,Rare developmental defect during embryogenesis
3192,Supravalvular pulmonary stenosis,Rare developmental defect during embryogenesis
391351,SURF1-related Charcot-Marie-Tooth disease type 4,Rare neurologic disease
838,Susac syndrome,Rare systemic or rheumatologic disease
331226,Susceptibility to infection due to TYK2 deficiency,Rare immune disease
447740,Susceptibility to localized juvenile periodontitis,Rare immune disease
169085,Susceptibility to respiratory infections associated with CD8alpha chain mutation,Rare immune disease
391311,Susceptibility to viral and mycobacterial infections due to STAT1 deficiency,Rare immune disease
3243,Sweet syndrome,Rare skin disease
306731,Sydenham chorea,Rare neurologic disease
1570,Symbrachydactyly of hands and feet,Rare developmental defect during embryogenesis
1314,Symmetrical thalamic calcifications,Rare neurologic disease
79098,Sympathetic ophthalmia,Rare ophthalmic disorder
3246,Symphalangism with multiple anomalies of hands and feet,Rare developmental defect during embryogenesis
276630,Symptomatic form of Coffin-Lowry syndrome in female carriers,Rare developmental defect during embryogenesis
449291,Symptomatic form of fragile X syndrome in female carriers,Rare gynecologic or obstetric disease
465508,Symptomatic form of HFE-related hemochromatosis,Rare inborn errors of metabolism
206546,Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,Rare neurologic disease
604680,Symptomatic form of X-linked centronuclear myopathy in female carriers,Rare neurologic disease
98915,Synaptic congenital myasthenic syndromes,Rare neurologic disease
93402,Syndactyly type 1,Rare developmental defect during embryogenesis
93403,Syndactyly type 2,Rare developmental defect during embryogenesis
93404,Syndactyly type 3,Rare developmental defect during embryogenesis
93405,Syndactyly type 4,Rare developmental defect during embryogenesis
93406,Syndactyly type 5,Rare developmental defect during embryogenesis
295012,Syndactyly type 6,Rare developmental defect during embryogenesis
2498,Syndactyly type 8,Rare developmental defect during embryogenesis
357332,Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome,Rare developmental defect during embryogenesis
294026,Syndactyly-nystagmus syndrome due to 2q31.1 microduplication,Rare developmental defect during embryogenesis
3259,Syndactyly-polydactyly-ear lobe syndrome,Rare developmental defect during embryogenesis
140952,Syndactyly-telecanthus-anogenital and renal malformations syndrome,Rare developmental defect during embryogenesis
563708,Syndromic congenital sodium diarrhea,Rare gastroenterologic disease
84064,Syndromic diarrhea,Rare gastroenterologic disease
178364,Syndromic microphthalmia type 5,Rare developmental defect during embryogenesis
228426,Syndromic multisystem autoimmune disease due to Itch deficiency,Rare developmental defect during embryogenesis
98606,Syndromic orbital border hypoplasia,Rare ophthalmic disorder
281090,Syndromic recessive X-linked ichthyosis,Rare skin disease
457223,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect,Rare inborn errors of metabolism
85274,Syndromic X-linked intellectual disability 7,Rare developmental defect during embryogenesis
544254,SYNGAP1-related developmental and epileptic encephalopathy,Rare neurologic disease
3263,Syngnathia-cleft palate syndrome,Rare developmental defect during embryogenesis
3273,Synovial sarcoma,Rare neoplastic disease
295195,Synpolydactyly type 1,Rare developmental defect during embryogenesis
295197,Synpolydactyly type 2,Rare developmental defect during embryogenesis
295199,Synpolydactyly type 3,Rare developmental defect during embryogenesis
840,Syringocystadenoma papilliferum,Rare developmental defect during embryogenesis
188,Systemic capillary leak syndrome,Rare systemic or rheumatologic disease
364033,Systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood,Rare neoplastic disease
536,Systemic lupus erythematosus,Rare systemic or rheumatologic disease
98849,Systemic mastocytosis with associated hematologic neoplasm,Rare neoplastic disease
90069,Systemic monochloroacetate poisoning,Rare disorder due to toxic effects
439762,Systemic polyarteritis nodosa,Rare systemic or rheumatologic disease
158,Systemic primary carnitine deficiency,Rare inborn errors of metabolism
90291,Systemic sclerosis,Rare systemic or rheumatologic disease
85414,Systemic-onset juvenile idiopathic arthritis,Rare systemic or rheumatologic disease
457077,TAFRO syndrome,Rare systemic or rheumatologic disease
3287,Takayasu arteritis,Rare systemic or rheumatologic disease
66529,Tako-Tsubo cardiomyopathy,Rare cardiac disease
500095,Tall stature-intellectual disability-renal anomalies syndrome,Rare developmental defect during embryogenesis
329191,Tall stature-long halluces-multiple extra-epiphyses syndrome,Rare developmental defect during embryogenesis
50809,Talo-patello-scaphoid osteolysis,Rare bone disease
31150,Tangier disease,Rare endocrine disease
2886,TARP syndrome,Rare developmental defect during embryogenesis
99170,Tarsal kink syndrome,Rare ophthalmic disorder
1412,Tarsal-carpal coalition syndrome,Rare developmental defect during embryogenesis
404443,Tatton-Brown-Rahman syndrome,Rare developmental defect during embryogenesis
845,Tay-Sachs disease,Rare inborn errors of metabolism
309192,"Tay-Sachs disease, B variant, adult form",Rare inborn errors of metabolism
309178,"Tay-Sachs disease, B variant, infantile form",Rare inborn errors of metabolism
309185,"Tay-Sachs disease, B variant, juvenile form",Rare inborn errors of metabolism
309239,"Tay-Sachs disease, B1 variant",Rare inborn errors of metabolism
169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,Rare immune disease
169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,Rare immune disease
276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,Rare immune disease
169154,T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,Rare immune disease
35078,T-B+ severe combined immunodeficiency due to JAK3 deficiency,Rare immune disease
488632,TBCK-related intellectual disability syndrome,Rare developmental defect during embryogenesis
324294,T-cell immunodeficiency with epidermodysplasia verruciformis,Rare immune disease
83471,T-cell immunodeficiency with thymic aplasia,Rare immune disease
86872,T-cell large granular lymphocyte leukemia,Rare neoplastic disease
86871,T-cell prolymphocytic leukemia,Rare neoplastic disease
300857,T-cell/histiocyte rich large B cell lymphoma,Rare neoplastic disease
397959,TCR-alpha-beta-positive T-cell deficiency,Rare immune disease
3291,Teebi-Shaltout syndrome,Rare developmental defect during embryogenesis
3292,Tel Hashomer camptodactyly syndrome,Rare developmental defect during embryogenesis
90389,Telangiectasia macularis eruptiva perstans,Rare skin disease
3293,Telecanthus-hypertelorism-strabismus-pes cavus syndrome,Rare developmental defect during embryogenesis
34514,Telethonin-related limb-girdle muscular dystrophy R7,Rare neurologic disease
488642,TELO2-related intellectual disability-neurodevelopmental disorder,Rare developmental defect during embryogenesis
352737,Temperature-sensitive oculocutaneous albinism type 1,Rare skin disease
284227,TEMPI syndrome,Rare systemic or rheumatologic disease
254516,Temple syndrome,Rare developmental defect during embryogenesis
96184,Temple syndrome due to maternal uniparental disomy of chromosome 14,Rare developmental defect during embryogenesis
254531,Temple syndrome due to paternal 14q32.2 hypomethylation,Rare developmental defect during embryogenesis
254525,Temple syndrome due to paternal 14q32.2 microdeletion,Rare developmental defect during embryogenesis
420561,Temple-Baraitser syndrome,Rare developmental defect during embryogenesis
363417,Temtamy preaxial brachydactyly syndrome,Rare developmental defect during embryogenesis
1777,Temtamy syndrome,Rare developmental defect during embryogenesis
66627,Tenosynovial giant cell tumor,Rare systemic or rheumatologic disease
252018,Teratoma of the central nervous system,Rare neoplastic disease
645288,Terminal extramedullary conus spinal cord lipoma,Rare developmental defect during embryogenesis
645337,Terminal myelocystocele,Rare developmental defect during embryogenesis
88630,Terminal osseous dysplasia-pigmentary defects syndrome,Rare bone disease
519410,Terrien marginal degeneration,Rare ophthalmic disorder
141258,Tessier number 4 facial cleft,Rare developmental defect during embryogenesis
141261,Tessier number 5 facial cleft,Rare developmental defect during embryogenesis
141265,Tessier number 6 facial cleft,Rare developmental defect during embryogenesis
141276,Tessier number 7 facial cleft,Rare developmental defect during embryogenesis
325124,Testicular agenesis,Rare developmental defect during embryogenesis
983,Testicular regression syndrome,Rare developmental defect during embryogenesis
842,Testicular seminomatous germ cell tumor,Rare neoplastic disease
363483,Testicular teratoma,Rare neoplastic disease
3299,Tetanus,Rare infectious disease
294971,Tetra-amelia,Rare developmental defect during embryogenesis
3301,Tetraamelia-multiple malformations syndrome,Rare developmental defect during embryogenesis
199310,Tetragametic chimerism,Rare developmental defect during embryogenesis
293284,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,Rare inborn errors of metabolism
3303,Tetralogy of Fallot,Rare developmental defect during embryogenesis
2564,Tetramelic monodactyly,Rare developmental defect during embryogenesis
3305,Tetraploidy,Rare developmental defect during embryogenesis
884,Tetrasomy 12p,Rare developmental defect during embryogenesis
3307,Tetrasomy 18p,Rare developmental defect during embryogenesis
96055,Tetrasomy 21,Rare developmental defect during embryogenesis
3309,Tetrasomy 5p,Rare developmental defect during embryogenesis
3310,Tetrasomy 9p,Rare developmental defect during embryogenesis
9,Tetrasomy X,Rare developmental defect during embryogenesis
225123,TFR2-related hemochromatosis,Rare inborn errors of metabolism
1780,Thakker-Donnai syndrome,Rare developmental defect during embryogenesis
3312,Thalidomide embryopathy,Rare developmental defect during embryogenesis
2655,Thanatophoric dysplasia,Rare bone disease
1860,Thanatophoric dysplasia type 1,Rare bone disease
93274,Thanatophoric dysplasia type 2,Rare bone disease
99917,"Theca steroid-producing cell malignant tumor of ovary, not further specified",Rare neoplastic disease
199348,Thiamine-responsive encephalopathy,Rare neurologic disease
268184,Thiamine-responsive maple syrup urine disease,Rare inborn errors of metabolism
49827,Thiamine-responsive megaloblastic anemia syndrome,Rare hematologic disease
2405,Thickened earlobes-conductive deafness syndrome,Rare otorhinolaryngologic disease
98960,Thiel-Behnke corneal dystrophy,Rare ophthalmic disorder
3314,"Thiemann disease, familial form",Rare bone disease
1506,Thin ribs-tubular bones-dysmorphism syndrome,Rare bone disease
166424,Thinking seizures,Rare neurologic disease
141030,Third branchial cleft anomaly,Rare developmental defect during embryogenesis
363444,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,Rare developmental defect during embryogenesis
3316,Thomas syndrome,Rare developmental defect during embryogenesis
614,Thomsen and Becker disease,Rare neurologic disease
1861,Thoracic dysplasia-hydrocephalus syndrome,Rare developmental defect during embryogenesis
97330,Thoracic outlet syndrome,Rare surgical thoracic disease
1759,Thoraco-abdominal enteric duplication,Rare developmental defect during embryogenesis
3317,Thoracolaryngopelvic dysplasia,Rare bone disease
1803,Thoracomelic dysplasia,Rare bone disease
329319,Thrombocythemia with distal limb defects,Rare developmental defect during embryogenesis
67044,Thrombocytopenia with congenital dyserythropoietic anemia,Rare hematologic disease
3320,Thrombocytopenia-absent radius syndrome,Rare developmental defect during embryogenesis
436169,Thrombomodulin-related bleeding disorder,Rare hematologic disease
54057,Thrombotic thrombocytopenic purpura,Rare hematologic disease
2251,Thumb deformity-alopecia-pigmentation anomaly syndrome,Rare developmental defect during embryogenesis
1078,Thumb stiffness-brachydactyly-intellectual disability syndrome,Rare developmental defect during embryogenesis
519406,Thygeson superficial punctate keratitis,Rare ophthalmic disorder
99868,Thymic carcinoma,Rare neoplastic disease
99869,Thymic neuroendocrine carcinoma,Rare neoplastic disease
97289,Thymic neuroendocrine tumor,Rare neoplastic disease
3326,Thymic-renal-anal-lung dysplasia,Rare developmental defect during embryogenesis
99867,Thymoma,Rare neoplastic disease
263310,Thymoma type A,Rare neoplastic disease
263324,Thymoma type AB,Rare neoplastic disease
263317,Thymoma type B,Rare neoplastic disease
3327,Thyrocerebrorenal syndrome,Rare renal disease
95712,Thyroid ectopia,Rare endocrine disease
95719,Thyroid hemiagenesis,Rare endocrine disease
95720,Thyroid hypoplasia,Rare endocrine disease
97285,Thyroid lymphoma,Rare neoplastic disease
79102,Thyrotoxic periodic paralysis,Rare neurologic disease
3329,Tibial aplasia-ectrodactyly syndrome,Rare developmental defect during embryogenesis
93322,Tibial hemimelia,Rare developmental defect during embryogenesis
988,Tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome,Rare developmental defect during embryogenesis
609,Tibial muscular dystrophy,Rare neurologic disease
295028,Tibio-fibular synostosis,Rare developmental defect during embryogenesis
297,Tick-borne encephalitis,Rare infectious disease
42665,Tietz syndrome,Rare developmental defect during embryogenesis
65283,Timothy syndrome,Rare cardiac disease
595098,Timothy syndrome type 1,Rare cardiac disease
595105,Timothy syndrome type 2,Rare cardiac disease
140922,Titin-related limb-girdle muscular dystrophy R10,Rare neurologic disease
314667,TMEM165-CDG,Rare inborn errors of metabolism
466703,TMEM199-CDG,Rare inborn errors of metabolism
1194,TMEM70-related mitochondrial encephalo-cardio-myopathy,Rare inborn errors of metabolism
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,Rare developmental defect during embryogenesis
55595,TNP03-related limb-girdle muscular dystrophy D2,Rare neurologic disease
64686,Tolosa-Hunt syndrome,Rare ophthalmic disorder
1920,Toluene embryopathy,Rare developmental defect during embryogenesis
424261,TOR1AIP1-related limb-girdle muscular dystrophy,Rare neurologic disease
3338,Toriello-Carey syndrome,Rare developmental defect during embryogenesis
3339,Toriello-Lacassie-Droste syndrome,Rare developmental defect during embryogenesis
51084,Torsade-de-pointes syndrome with short coupling interval,Rare cardiac disease
3341,Torticollis-keloids-cryptorchidism-renal dysplasia syndrome,Rare developmental defect during embryogenesis
98994,Total early-onset cataract,Rare ophthalmic disorder
857,Townes-Brocks syndrome,Rare developmental defect during embryogenesis
537,Toxic epidermal necrolysis,Rare skin disease
279894,Toxic maculopathy due to antimalarial drugs,Rare ophthalmic disorder
227972,Toxic oil syndrome,Rare disorder due to toxic effects
230800,Toxin-mediated infectious botulism,Rare infectious disease
3343,Toxocariasis,Rare infectious disease
3346,Tracheal agenesis,Rare developmental defect during embryogenesis
3348,Tracheobronchopathia osteochondroplastica,Rare respiratory disease
592570,TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome,Rare developmental defect during embryogenesis
101028,Transaldolase deficiency,Rare inborn errors of metabolism
859,Transcobalamin deficiency,Rare hematologic disease
2967,Transcobalamin I deficiency,Rare inborn errors of metabolism
495,Transgrediens et progrediens palmoplantar keratoderma,Rare skin disease
98871,Transient erythroblastopenia of childhood,Rare hematologic disease
2312,Transient familial neonatal hyperbilirubinemia,Rare hepatic disease
289877,Transient hyperammonemia of the newborn,Rare inborn errors of metabolism
169139,Transient hypogammaglobulinemia of infancy,Rare immune disease
300293,Transient infantile hypertriglyceridemia and hepatosteatosis,Rare hepatic disease
420611,Transient myeloproliferative syndrome,Rare hematologic disease
99886,Transient neonatal diabetes mellitus,Rare endocrine disease
329942,Transient neonatal multiple acyl-CoA dehydrogenase deficiency,Rare inborn errors of metabolism
391504,Transient neonatal myasthenia gravis,Rare neurologic disease
93164,Transient pseudohypoaldosteronism,Rare renal disease
3402,Transient tyrosinemia of the newborn,Rare inborn errors of metabolism
213746,Transitional cell carcinoma of the corpus uteri,Rare neoplastic disease
645291,Transitional extramedullary conus spinal cord lipoma,Rare developmental defect during embryogenesis
488618,Transketolase deficiency,Rare inborn errors of metabolism
180160,Transverse vaginal septum,Rare developmental defect during embryogenesis
369840,TRAPPC11-related limb-girdle muscular dystrophy R18,Rare neurologic disease
399175,Traumatic avascular necrosis,Rare bone disease
861,Treacher-Collins syndrome,Rare developmental defect during embryogenesis
103909,Trehalase deficiency,Rare gastroenterologic disease
447896,Tremor-ataxia-central hypomyelination syndrome,Rare neurologic disease
3350,Tremor-nystagmus-duodenal ulcer syndrome,Rare neurologic disease
64694,Trench fever,Rare infectious disease
863,Trichinellosis,Rare infectious disease
3351,Trichodental syndrome,Rare developmental defect during embryogenesis
3352,Tricho-dento-osseous syndrome,Rare developmental defect during embryogenesis
3353,Trichodermodysplasia-dental alterations syndrome,Rare developmental defect during embryogenesis
79129,Trichodysplasia-amelogenesis imperfecta syndrome,Rare developmental defect during embryogenesis
3361,Trichodysplasia-xeroderma syndrome,Rare skin disease
864,Trichofolliculoma,Rare skin disease
3363,Trichomegaly-retina pigmentary degeneration-dwarfism syndrome,Rare developmental defect during embryogenesis
3355,Trichoodontoonychial dysplasia,Rare developmental defect during embryogenesis
1264,Tricho-retino-dento-digital syndrome,Rare developmental defect during embryogenesis
77258,Trichorhinophalangeal syndrome type 1,Rare developmental defect during embryogenesis
502,Trichorhinophalangeal syndrome type 2,Rare developmental defect during embryogenesis
33364,Trichothiodystrophy,Rare developmental defect during embryogenesis
1209,Tricuspid atresia,Rare developmental defect during embryogenesis
95457,Tricuspid valve agenesis,Rare developmental defect during embryogenesis
221091,Trigeminal neuralgia,Rare neurologic disease
3368,Trigonocephaly-bifid nose-acral anomalies syndrome,Rare developmental defect during embryogenesis
3365,Trigonocephaly-broad thumbs syndrome,Rare developmental defect during embryogenesis
3369,Trigonocephaly-short stature-developmental delay syndrome,Rare developmental defect during embryogenesis
597201,TRIM22-related inflammatory bowel disease,Rare gastroenterologic disease
1878,TRIM32-related limb-girdle muscular dystrophy R8,Rare neurologic disease
868,Triose phosphate-isomerase deficiency,Rare inborn errors of metabolism
2947,Triphalangeal thumbs-brachyectrodactyly syndrome,Rare developmental defect during embryogenesis
869,Triple A syndrome,Rare endocrine disease
3376,Triploidy,Rare developmental defect during embryogenesis
3377,Trismus-pseudocamptodactyly syndrome,Rare developmental defect during embryogenesis
171929,Trisomy 10p,Rare developmental defect during embryogenesis
1699,Trisomy 12p,Rare developmental defect during embryogenesis
3378,Trisomy 13,Rare developmental defect during embryogenesis
261290,Trisomy 17p,Rare developmental defect during embryogenesis
3380,Trisomy 18,Rare developmental defect during embryogenesis
