GardID	ORPHAcode	SourceName	SNOMED concept ID
19053	85317	X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome	719156006
19054	85319	X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome	719155005
19055	85320	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	719825000
19056	85322	X-linked intellectual disability, Pai type	719011002
19057	85323	X-linked intellectual disability, Seemanova type	718897009
19058	85325	X-linked intellectual disability, Stevenson type	718909001
19059	85326	X-linked intellectual disability, Stoll type	718911005
19060	85327	X-linked intellectual disability-acromegaly-hyperactivity syndrome	719826004
19061	85334	X-linked neurodegenerative syndrome, Bertini type	718849008
19062	85336	X-linked neurodegenerative syndrome, Hamel type	718847005
19063	85338	X-linked intellectual disability-ataxia-apraxia syndrome	718845002
19064	85435	Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	410796000
19065	85446	Wild type ABeta2M amyloidosis	32599008
19066	86797	Atypical lichen myxedematosus	725148000
19067	86821	Lissencephaly type 3-familial fetal akinesia sequence syndrome	718719001
19070	86839	Refractory anemia with excess blasts	398623004
19071	86849	Acute basophilic leukemia	307592006
19072	86854	Splenic marginal zone lymphoma	763666008
19073	86861	Non-amyloid monoclonal immunoglobulin deposition disease	829971006
19074	86864	Heavy chain disease	68979007
19075	86867	Nodal marginal zone B-cell lymphoma	726721002
19076	86875	Adult T-cell leukemia/lymphoma	110007008
19077	86882	Hepatosplenic T-cell lymphoma	445406001
19079	86893	Nodular lymphocyte predominant Hodgkin lymphoma	118605002
19080	86896	Histiocytic sarcoma	109988003
19081	86902	Follicular dendritic cell sarcoma	724650000
19082	86903	Dendritic cell sarcoma not otherwise specified	1156495004
19083	86904	Methotrexate-associated lymphoproliferative disorders	771073006
19084	86906	Hypothalamic hamartomas with gelastic seizures	766932005
19085	86908	Idiopathic hemiconvulsion-hemiplegia syndrome	230407006
19086	86909	Myoclonic epilepsy of infancy	192990004
19087	86911	Epilepsy with myoclonic absences	230422001
19088	86913	Myoclonic epilepsy in non-progressive encephalopathies	778047006
19089	86918	Diffuse palmoplantar keratoderma-acrocyanosis syndrome	721096008
19091	87884	Non-syndromic genetic deafness	1260199008
19092	88643	Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome	722051004
19093	88660	Hypertension due to gain-of-function mutations in the mineralocorticoid receptor	766937004
19097	90002	Undifferentiated connective tissue syndrome	239918008
19098	90003	Inflammatory pseudotumor of the liver	717329009
19099	90021	Radiation myelitis	763869003
19101	90036	Mixed-type autoimmune hemolytic anemia	718716008
19102	90037	Drug-induced autoimmune hemolytic anemia	309742004
19103	90039	Hemoglobin D disease	66729008
19104	90041	Gaisböck syndrome	48250002
19105	90051	Sepsis in premature infants	1230323000
19106	90052	Recurrent hepatitis C virus induced liver disease in liver transplant recipients	1197150002
19108	90056	Moderate and severe traumatic brain injury	127295002
19109	90058	Spinal cord injury	90584004
19110	90060	Diffuse alveolar hemorrhage	829972004
19112	90062	Acute liver failure	197270009
19113	90064	Acute peripheral arterial occlusion	1279832006
19114	90065	Acquired aneurysmal subarachnoid hemorrhage	230719004
19115	90068	Cocaine intoxication	9982009
19116	90069	Systemic monochloroacetate poisoning	765090007
19117	90073	Hepatitis B reinfection following liver transplantation	1230342001
19118	90076	Partial deep dermal and full thickness burns	1156468009
19120	90078	Invasive infections due to vancomycin-resistant enterococci	406575008
19121	90080	Scarring in glaucoma filtration surgical procedures	1264000005
19122	90081	AIDS wasting syndrome	1260096003
19123	90118	Severe early-onset axonal neuropathy due to MFN2 deficiency	766977007
19124	90119	Hereditary motor and sensory neuropathy with acrodystrophy	771144005
19125	90156	Centrifugal lipodystrophy	238899009
19126	90157	Drug-induced localized lipodystrophy	403661001
19127	90158	Idiopathic localized lipodystrophy	238897006
19128	90159	Panniculitis-induced localized lipodystrophy	783014007
19129	90160	Pressure-induced localized lipoatrophy	238898001
19130	90280	Chilblain lupus	238928005
19131	90281	Discoid lupus erythematosus	200938002
19132	90282	Hypertrophic or verrucous lupus erythematosus	403492006
19133	90285	Lupus erythematosus panniculitis	239888002
19135	90363	Secondary intestinal lymphangiectasia	717255008
19136	90389	Telangiectasia macularis eruptiva perstans	8214000
19137	90393	Nodular lichen myxedematosus	717257000
19138	90394	Discrete papular lichen myxedematosus	717258005
19139	90395	Papular mucinosis of infancy	717259002
19140	90396	Acral persistent papular mucinosis	238949006
19141	90397	Self-healing papular mucinosis	238947008
19153	91127	Adenovirus infection in immunocompromised patients	1264007008
19154	91136	Acquired monoclonal Ig light chain-associated Fanconi syndrome	724099000
19157	91347	TSH-secreting pituitary adenoma	254959007
19158	91348	Functioning gonadotropic adenoma	254960002
19159	91349	Non-functioning pituitary adenoma	254962005
19160	91350	Pituitary deficiency due to Rathke cleft cysts	783009008
19161	91351	Pituitary dermoid and epidermoid cysts	783008000
19163	91354	Pituitary deficiency due to empty sella turcica syndrome	715668008
19165	91358	Congenital esophageal diverticulum	204667006
19166	91359	Chronic pneumonitis of infancy	708026002
19167	91364	Non-specific interstitial pneumonia	129452008
19168	91397	Isolated ankyloblepharon filiforme adnatum	400952003
19169	91491	Congenital ectropion uveae	400965007
19170	91546	Lyme disease	23502006
19171	91547	Relapsing fever	14683004
19172	93101	Renal hypoplasia	32659003
19173	93108	Renal dysplasia	717742006
19174	93109	Congenital megacalycosis	85901000
19175	93126	Pauci-immune glomerulonephritis	239932005
19176	93164	Transient pseudohypoaldosteronism	717263009
19178	93173	Renal dysplasia, bilateral	204950001
19181	93277	Monostotic fibrous dysplasia	89859004
19182	93320	Ulnar hemimelia	44444001
19219	93552	Pediatric systemic lupus erythematosus	403488004
19235	93928	Isolated epispadias	406476007
19243	93958	Oromandibular dystonia	230328001
19244	94056	Humero-ulnar synostosis	205330003
19245	94058	Neovascular glaucoma	232086000
19246	94059	Uremic pruritus	707151000
19247	94066	Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia	723676007
19248	94080	Non-functioning paraganglioma	764999002
19249	94087	Cytophagic histiocytic panniculitis	238883003
19250	94091	Mills syndrome	785809005
19251	94125	Recessive mitochondrial ataxia syndrome	782696001
19257	95409	Acute adrenal insufficiency	766986002
19258	95427	Secondary short bowel syndrome	235724004
19259	95443	Mesocardia	16567006
19260	95448	Congenital aortic valve atresia	51442005
19261	95457	Tricuspid valve agenesis	92976003
19262	95459	Congenital tricuspid stenosis	36233006
19263	95461	Straddling or overriding tricuspid valve	1234910007
19264	95462	Accessory tricuspid valve tissue	1162915007
19267	95465	Cleft mitral valve	78495000
19268	95474	Double-orifice mitral valve	253402005
19271	95486	Premature closure of the arterial duct	472706000
19273	95491	Congenital coronary artery aneurysm	204378009
19282	95507	Congenital anomaly of hepatic vein	447823004
19284	95512	Adenohypophysitis	783243008
19285	95513	Panhypophysitis	783016009
19287	95613	Pituitary apoplexy	237701005
19290	95619	Post-traumatic pituitary deficiency	237699005
19292	95707	Idiopathic isolated micropenis	34911001
19297	95715	Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies	717333002
19298	95717	Idiopathic congenital hypothyroidism	717334008
19300	96059	Mosaic trisomy 4	764628000
19301	96060	Mosaic trisomy 5	764629008
19302	96063	Mosaic trisomy 10	764461004
19303	96069	Distal trisomy 1p36	766053003
19304	96070	Distal trisomy 2p	764518004
19305	96071	Distal trisomy 3p	764519007
19306	96072	4p16.3 microduplication syndrome	726706008
19307	96074	Distal trisomy 7p	763276000
19309	96092	8p inverted duplication/deletion syndrome	718188007
19310	96094	Distal trisomy 2q	763272003
19311	96095	3q26 microduplication syndrome	778073001
19312	96096	Distal trisomy 4q	763273008
19313	96097	Distal trisomy 5q	763274002
19314	96098	Distal trisomy 6q	763275001
19315	96100	Distal trisomy 8q	763277009
19316	96101	Distal trisomy 9q	764520001
19317	96102	Distal trisomy 10q	718689000
19318	96103	Distal trisomy 11q	764447009
19319	96105	Distal trisomy 13q	764454003
19320	96106	Distal trisomy 16q	764459008
19321	96107	Distal trisomy 20q	764500002
19322	96109	Distal trisomy 22q	764512003
19323	96112	Non-distal trisomy 9q	764997000
19324	96123	Monosomy 22	787411009
19325	96126	Distal monosomy 7p	782674007
19326	96129	Distal monosomy 19p13.3	770411000
19327	96145	Distal monosomy 4q	782673001
19328	96149	Distal monosomy 12q	897564008
19329	96150	Distal monosomy 14q	770410004
19330	96160	Non-distal monosomy 12q	782694003
19331	96179	Maternal uniparental disomy of chromosome 2	766237006
19332	96180	Maternal uniparental disomy of chromosome 4	766238001
19333	96181	Maternal uniparental disomy of chromosome 6	766239009
19335	96183	Maternal uniparental disomy of chromosome 9	766240006
19336	96185	Maternal uniparental disomy of chromosome 16	773299000
19337	96187	Maternal uniparental disomy of chromosome 21	782691006
19338	96188	Maternal uniparental disomy of chromosome 22	782692004
19339	96190	Paternal uniparental disomy of chromosome 5	770669004
19340	96191	Paternal uniparental disomy of chromosome 6	770670003
19341	96192	Paternal uniparental disomy of chromosome 7	766721001
19343	96194	Paternal uniparental disomy of chromosome 20	715736008
19344	96195	Paternal uniparental disomy of chromosome 21	766720000
19345	96201	X small rings	766760004
19347	96269	Isolated partial vaginal agenesis	87380008
19353	97230	Solar urticaria	10347006
19354	97240	Zebra body myopathy	34513009
19355	97252	Mega-cisterna magna	447739003
19356	97261	GRFoma	255038009
19358	97278	PPoma	255039001
19359	97285	Thyroid lymphoma	278051002
19360	97287	Bronchial neuroendocrine tumor	707594002
19361	97289	Thymic neuroendocrine tumor	1237340007
19362	97292	Cardiogenic shock	89138009
19364	97335	Osgood-Schlatter disease	430506003
19365	97336	Panner disease	268025003
19366	97337	Sinding-Larsen-Johansson disease	203389008
19367	97338	Melanoma of soft tissue	402561003
19368	97339	Dural sinus malformation	703193000
19369	97341	Persistent placoid maculopathy	719297006
19370	97349	Postencephalitic parkinsonism	19972008
19371	97353	Dementia pugilistica	1187004001
19372	97355	Caribbean parkinsonism	715737004
19374	97362	Renal hypoplasia, bilateral	268232000
19376	97366	Multiloculated renal cyst	86463003
19381	97598	Congenital renal artery stenosis	271432005
19382	97678	Maternal uniparental disomy of chromosome 13	770563005
19439	98267	Genetic non-syndromic obesity	1260139006
19545	98686	Congenital trochlear nerve palsy	1204418008
19579	98797	Isochromosomy Yp	766708008
19580	98798	Isochromosomy Yq	770542008
19581	98815	Benign childhood occipital epilepsy, Panayiotopoulos type	230387008
19583	98824	Atypical chronic myeloid leukemia	277589003
19584	98825	Unclassified myelodysplastic/myeloproliferative disease	447596005
19586	98827	Unclassified myelodysplastic syndrome	1264416003
19587	98831	Acute myeloid leukemia with 11q23 abnormalities	1157157006
19588	98832	Acute myeloid leukemia with minimal differentiation	359631009
19589	98838	Primary mediastinal large B-cell lymphoma	444910004
19590	98839	Intravascular large B-cell lymphoma	1157162007
19591	98843	Classic Hodgkin lymphoma, nodular sclerosis type	118608000
19592	98844	Classic Hodgkin lymphoma, mixed cellularity type	118609008
19593	98845	Classic Hodgkin lymphoma, lymphocyte-rich type	118607005
19594	98846	Classic Hodgkin lymphoma, lymphocyte-depleted type	118610003
19595	98848	Indolent systemic mastocytosis	70910003
19596	98849	Systemic mastocytosis with associated hematologic neoplasm	397015000
19597	98850	Aggressive systemic mastocytosis	716655008
19598	98851	Mast cell leukemia	110002002
19601	98917	Acute motor and sensory axonal neuropathy	716722005
19602	98918	Acute motor axonal neuropathy	715770009
19603	98922	Blake pouch cyst	609529006
19605	98946	Coloboma of eyelid	95202004
19609	98958	Climatic droplet keratopathy	231944006
19610	98975	Congenital hereditary endothelial dystrophy type I	416633008
19611	98981	Essential iris atrophy	25913001
19612	99003	Multifocal pattern dystrophy simulating fundus flavimaculatus	723408004
19613	99004	Fundus pulverulentus	770437002
19616	99045	Double outlet right ventricle with subpulmonary ventricular septal defect	448794008
19617	99046	Double outlet right ventricle with non-committed subpulmonary ventricular septal defect	253299006
19618	99048	Pulmonary valve agenesis-intact ventricular septum-persistent ductus arteriosus syndrome	784353002
19619	99049	Pulmonary artery coming from patent ductus arteriosus	448105006
19622	99054	Valvular pulmonary stenosis	56786000
19623	99055	Congenital anomaly of the tricuspid valve chordae	447829000
19624	99056	Parachute tricuspid valve	253391007
19625	99058	Hypoplasia of the mitral valve annulus	449270002
19626	99059	Congenital supravalvular mitral ring	41514002
19627	99060	Congenital unguarded mitral orifice	253401003
19628	99061	Accessory mitral valve tissue	253405007
19629	99062	Mitral valve agenesis	92969008
19630	99063	Shone complex	41371000119100
19632	99070	Aorto-right ventricular tunnel	253650001
19633	99071	Aorto-left ventricular tunnel	26201005
19634	99072	Congenital patent ductus arteriosus aneurysm	763316006
19635	99075	Encircling double aortic arch	764521002
19636	99076	Persistent fifth aortic arch	253658008
19637	99077	Kommerell diverticulum	74561007
19638	99078	Neuhauser anomaly	766751007
19639	99079	Cervical aortic arch	253657003
19640	99081	Right aortic arch	111321007
19641	99082	Dysphagia lusoria	231719009
19642	99083	Pulmonary artery hypoplasia	54682008
19644	99089	Abnormal number of coronary ostia	783773000
19645	99090	Malposition of a coronary ostium	461331004
19646	99094	Laubry-Pezzi syndrome	764955006
19647	99095	Congenital Gerbode defect	204312002
19648	99100	Juxtaposition of the atrial appendages	128563000
19649	99101	Ectasia of the right atrial appendage	770433003
19650	99102	Ectasia of the left atrial appendage	770432008
19651	99107	Atrial septal aneurysm	95440004
19652	99109	Persistent left superior vena cava connecting through coronary sinus to left-sided atrium	1264081007
19653	99110	Right superior vena cava connecting to left-sided atrium	253310007
19654	99111	Persistent left superior vena cava connecting to the roof of left-sided atrium	445436005
19655	99112	Absence of innominate vein	765812004
19656	99113	Subaortic course of innominate vein	766756002
19657	99114	Agenesis of the superior vena cava	26865008
19658	99117	Coronary sinus stenosis	253327004
19659	99118	Coronary sinus atresia	253326008
19660	99119	Right inferior vena cava connecting to left-sided atrium	448631009
19661	99120	Persistent eustachian valve	783011004
19662	99121	Azygos continuation of the inferior vena cava	1234908005
19663	99122	Congenital stenosis of the inferior vena cava	62335009
19664	99123	Inferior vena cava interruption without azygos continuation	1230062001
19665	99124	Congenital partial pulmonary venous return anomaly	68237008
19666	99129	Congenital complete agenesis of pericardium	253732001
19667	99130	Congenital partial agenesis of pericardium	253731008
19668	99131	Pleuro-pericardial cyst	253733006
19669	99138	Hemolytic anemia due to erythrocyte adenosine deaminase overproduction	5315003
19670	99139	Unstable hemoglobin disease	18273004
19671	99169	Epiblepharon	253212001
19672	99170	Tarsal kink syndrome	400953008
19673	99171	Isolated congenital ectropion	26590002
19674	99172	Euryblepharon	400954002
19675	99176	Congenital eyelid retraction	715769008
19678	99324	Paternal uniparental disomy of chromosome 13	770668007
19679	99330	49,XYYYY syndrome	734028007
19682	99647	Cheirospondyloenchondromatosis	725104005
19683	99688	Dermotrichic syndrome	782916003
19684	99701	Mesial temporal lobe epilepsy with hippocampal sclerosis	770643005
19687	99771	Bifid uvula	18910001
19688	99824	Lassa fever	19065005
19689	99825	Nipah virus disease	406597005
19690	99827	Crimean-Congo hemorrhagic fever	43489008
19691	99856	Primary syringomyelia	371076006
19692	99857	Secondary syringomyelia	770683002
19694	99861	Precursor T-cell acute lymphoblastic leukemia	277575008
19695	99868	Thymic carcinoma	1268718007
19696	99869	Thymic neuroendocrine carcinoma	716653001
19697	99887	Acute megakaryoblastic leukemia in Down syndrome	724644005
19698	99889	Cushing syndrome due to ectopic ACTH secretion	626004
19701	99903	Spirillary rat-bite fever	19044004
19702	99905	Streptobacillary rat-bite fever	52138004
19703	99907	House allergic alveolitis	725415009
19705	99912	Malignant dysgerminomatous germ cell tumor of the ovary	1268707007
19707	99915	Maligant granulosa cell tumor of the ovary	1268706003
19708	99917	Theca steroid-producing cell malignant tumor of ovary, not further specified	1268897007
19709	99918	Streptococcal toxic-shock syndrome	240451000
19710	99919	Staphylococcal toxic-shock syndrome	240450004
19711	99925	Invasive mole	416669000
19712	99926	Gestational choriocarcinoma	417570003
19713	99930	Secondary pulmonary hemosiderosis	716712004
19719	99969	Pleomorphic liposarcoma	404071006
19720	99970	Dedifferentiated liposarcoma	404072004
19721	99971	Well-differentiated liposarcoma	404067008
19722	99981	Apnea of prematurity	276544005
19725	99990	Brill-Zinsser disease	47761007
19727	99994	Complex regional pain syndrome type 2	408751001
19730	100002	Extraneural perineurioma	768926005
19731	100011	Lissencephaly with cerebellar hypoplasia type A	785307003
19732	100012	Lissencephaly with cerebellar hypoplasia type B	715819005
19733	100013	Lissencephaly with cerebellar hypoplasia type C	715820004
19734	100014	Lissencephaly with cerebellar hypoplasia type D	715821000
19735	100015	Lissencephaly with cerebellar hypoplasia type E	785306007
19736	100016	Lissencephaly with cerebellar hypoplasia type F	715822007
19737	100019	Refractory anemia with excess blasts type 1	415283002
19738	100020	Refractory anemia with excess blasts type 2	415284008
19739	100021	Primary plasmacytoma of the bone	426336007
19741	100024	Mu-heavy chain disease	61493004
19742	100025	Alpha-heavy chain disease	109982002
19743	100035	Solitary necrotic nodule of the liver	447058001
19744	100047	Esophageal duplication cyst	721161005
19745	100048	Tubular duplication of the esophagus	716280004
19749	100073	Neurogenic thoracic outlet syndrome	2040007
19750	100075	Neuroendocrine tumor of stomach	721194008
19753	100078	Ileal neuroendocrine tumor	737313007
19754	100079	Neuroendocrine neoplasm of appendix	725167001
19755	100080	Neuroendocrine tumor of the colon	1162856006
19756	100081	Neuroendocrine tumor of the rectum	721700001
19757	100082	Neuroendocrine tumor of anal canal	733163007
19758	100083	Laryngeal neuroendocrine tumor	707625001
19759	100084	Middle ear neuroendocrine tumor	717918002
19760	100085	Primary hepatic neuroendocrine carcinoma	716652006
19761	100086	Gallbladder neuroendocrine tumor	785824001
19769	100974	FRAXF syndrome	716708005
19774	101023	Cleft hard palate	448915004
19776	101043	Congenital aortic valve dysplasia	871597006
19780	101206	Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome	766976003
19781	101334	African tick typhus	406558002
19783	101685	Rare non-syndromic intellectual disability	773772001
19784	101932	Anomaly of the mitral subvalvular apparatus	448920004
19835	102379	Acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent	766045006
19836	102381	Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	766046007
19837	102724	Acute myeloid leukemia with t(8;21)(q22;q22) translocation	1148906001
19838	103907	Chronic diarrhea due to glucoamylase deficiency	716277000
19839	103910	Congenital enterocyte heparan sulfate deficiency	725591002
19851	104075	Adenocarcinoma of the small intestine	424440001
19852	104076	Leiomyosarcoma of small intestine	716651004
19875	137577	Neonatal hypoxic and ischemic brain injury	126945001
19876	137583	Vulvar intraepithelial neoplasia	399933001
19877	137593	Infectious epithelial keratitis	771232003
19878	137596	Neurotrophic keratopathy	128080005
19879	137599	Herpes simplex virus stromal keratitis	397570008
19880	137602	Corneal endotheliitis	373425009
19881	137608	Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	763867001
19882	137622	Intractable diarrhea-choanal atresia-eye anomalies syndrome	720009004
19883	137628	Cardiac anomalies-heterotaxy syndrome	720605009
19885	137814	Macular amyloidosis	111032003
19886	137820	Extrapelvic endometriosis	237117005
19887	137867	Madras motor neuron disease	230255008
19891	137926	Primary laryngeal lymphangioma	763617006
19892	137929	Neonatal brainstem dysfunction	770664009
19893	137935	Laryngotracheal angioma	703199001
19912	139414	Congenital panfollicular nevus	770940006
19913	139417	Acute transverse myelitis	47000000
19914	139423	Idiopathic acute transverse myelitis	425756000
19915	139426	Perioral myoclonia with absences	766815007
19916	139431	Jeavons syndrome	716278005
19917	139444	Leukoencephalopathy with bilateral anterior temporal lobe cysts	719403003
19918	139447	Progressive cavitating leukoencephalopathy	719267003
19919	139512	Neuropathy with hearing impairment	723497003
19920	139573	Hereditary sensory and autonomic neuropathy with deafness and global delay	717826009
19922	140286	Secondary hypoparathyroidism due to impaired parathormon secretion	717895004
19932	140933	Linear atrophoderma of Moulin	403395007
19933	140949	Low-flow priapism	441575009
19934	141013	First branchial cleft anomaly	1003399005
19935	141030	Third branchial cleft anomaly	1231170004
19936	141037	Fourth branchial cleft anomaly	1231175009
19937	141046	Cervical dermoid cyst	763129001
19938	141051	Facial dermoid cyst	763220008
19939	141061	Commissural lip fistula	1231176005
19940	141064	Lower lip fistula	403438007
19941	141067	Cervicofacial fibrochondroma	827174006
19942	141071	Digestive duplication cyst of the tongue	726703000
19943	141077	Epignathus	31248004
19944	141083	Nasolacrimal duct cyst	1230269002
19945	141091	Polyrrhinia	716279002
19946	141096	Supernumerary nostril	719163006
19947	141099	Proboscis lateralis	715828006
19949	141112	Nasal glial heterotopia	5645008
19951	141118	Nasal encephalocele	65455002
19952	141121	Congenital subglottic stenosis	204552001
19953	141124	Congenital laryngeal cyst	765763007
19954	141163	Glossopalatine ankylosis	717814004
19955	141168	Frontonasal arteriovenous malformation	703336003
19956	141171	Maxillary arteriovenous malformation	703335004
19957	141174	Mandibular arteriovenous malformation	703334000
19958	141184	Rapidly involuting congenital hemangioma	703294004
19959	141194	Cerebrofacial arteriovenous metameric syndrome type 1	703267003
19960	141199	Cerebrofacial arteriovenous metameric syndrome type 3	703268008
19961	141209	Diffuse lymphatic malformation	703298001
19962	141214	Isolated congenital syngnathia	763317002
19963	141219	Nasal dorsum fistula	232384005
19966	141239	Median cleft of the upper lip and maxilla	699700006
19968	141261	Tessier number 5 facial cleft	254017009
19969	141265	Tessier number 6 facial cleft	254018004
19971	141288	Midline cervical cleft	403557001
19976	155878	Submucosal cleft palate	763108005
19977	155884	Coloboma of superior eyelid	763132003
19978	155889	Coloboma of inferior eyelid	763133008
20013	157769	Situs ambiguus	14821001
20014	157791	Epithelioid hemangioendothelioma	1268904009
20015	157808	Congenital pseudoarthrosis of the limbs	782689003
20016	157826	Congenital epulis	360525006
20018	157991	Generalized eruptive histiocytosis	110980006
20019	157997	Benign cephalic histiocytosis	255192005
20020	158000	Juvenile xanthogranuloma	400031009
20021	158008	Papular xanthoma	765221009
20022	158019	Indeterminate cell histiocytosis	721313009
20023	158022	Progressive nodular histiocytosis	765141005
20027	158057	Acquired hemophagocytic lymphohistiocytosis associated with malignant disease	782915004
20031	158673	Localized dystrophic epidermolysis bullosa, acral form	733638006
20032	158676	Localized dystrophic epidermolysis bullosa, nails only	722436002
20036	158775	Smoldering systemic mastocytosis	1231732006
20037	158778	Isolated bone marrow mastocytosis	1231735008
20038	160148	Cap polyposis	720604008
20039	162516	Isolated congenital nasal pyriform aperture stenosis	702644002
20040	162526	Isolated congenital auditory ossicle malformation	75922002
20042	163525	Subacute cutaneous lupus erythematosus	239891002
20050	163708	Cryptogenic late-onset epileptic spasms	778063003
20051	163921	Posttransplant acute limbic encephalitis	773275000
20052	163931	Acrodermatitis continua of Hallopeau	83839005
20053	163934	Atopic keratoconjunctivitis	403434009
20054	163971	X-linked intellectual disability, Cilliers type	719013004
20057	164726	Acute myeloid leukemia and myelodysplastic syndromes related to radiation	766048008
20065	165955	Wound myiasis	240880004
20066	165958	Cavitary myiasis	764811001
20069	166113	Bazex syndrome	238640007
20070	166286	Porokeratotic eccrine ostial and dermal duct nevus	239118007
20072	166299	Benign partial epilepsy of infancy with complex partial seizures	770624005
20073	166302	Benign partial epilepsy with secondarily generalized seizures in infancy	771141002
20074	166305	Benign infantile seizures associated with mild gastroenteritis	765756007
20075	166308	Benign infantile focal epilepsy with midline spikes and waves during sleep	770622009
20077	166415	Audiogenic seizures	765216006
20078	166418	Eating reflex epilepsy	230450001
20079	166421	Orgasm-induced seizures	763827002
20080	166424	Thinking seizures	763622006
20081	166427	Startle epilepsy	763632004
20082	166430	Micturation-induced seizures	763802009
20098	168621	Dysplasia of head of femur, Meyer type	715861004
20102	168811	Malignant peritoneal mesothelioma	1268712008
20103	168829	Primary peritoneal carcinoma	716649003
20104	168940	Chronic eosinophilic leukemia	188733003
20106	168947	Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement	738527001
20107	168950	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	724642009
20109	168966	Composite lymphoma	1156403002
20110	168999	Malignant melanoma of the mucosa	783736003
20111	169110	Immunoglobulin heavy chain deficiency	234539005
20112	169139	Transient hypogammaglobulinemia of infancy	88714009
20122	171220	Rectal duplication	725910009
20123	171673	Limbal stem cell deficiency	417089009
20124	171684	Idiopathic bilateral vestibulopathy	737580004
20125	171703	Microcephaly-polymicrogyria-corpus callosum agenesis syndrome	773305003
20126	171829	6q16 microdeletion syndrome	1003380001
20127	171839	Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome	720815000
20129	171889	Myopathy with hexagonally cross-linked tubular arrays	764994007
20144	178311	Isolated sternocostoclavicular hyperostosis	766711009
20145	178315	Undifferentiated embryonal sarcoma of the liver	1268502003
20146	178320	Acute lung injury	315345002
20147	178377	Osteosclerosis-developmental delay-craniosynostosis syndrome	722117000
20148	178396	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	782909004
20149	178475	Wound botulism	398530003
20150	178478	Infant botulism	414488002
20151	178481	Intestinal botulism	409563004
20153	178493	Myopic macular degeneration	312898002
20154	178512	Folliculotropic mycosis fungoides	404109006
20155	178517	Localized pagetoid reticulosis	404120006
20156	178522	Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma	788674000
20157	178528	Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma	765136002
20158	178533	Primary cutaneous gamma/delta-positive T-cell lymphoma	733627006
20159	178536	Primary cutaneous marginal zone B-cell lymphoma	404140004
20160	178544	Primary cutaneous diffuse large B-cell lymphoma, leg type	735332000
20174	180074	True unicornuate uterus	1372004
20175	180079	Pseudounicornuate uterus	770591002
20176	180086	Didelphys uterus	15545001
20179	180114	Unicervical bicornuate uterus	57058008
20181	180126	Complete septate uterus	1230025003
20182	180129	Partial septate uterus	5364006
20184	180139	Uterine hypoplasia	35850006
20185	180142	Absence of uterine body	818949005
20186	180145	Uterine cervical aplasia and agenesis	783095007
20189	180154	Septate vagina	47054003
20195	180182	Supernumerary breasts	18166000
20202	180234	Mixed germ cell tumor	1269045007
20203	180237	Benign tumor of fallopian tubes	92100009
20204	180242	Malignant tumor of fallopian tubes	371987000
20206	180267	Giant adenofibroma of the breast	254846003
20329	199260	Calcifying aponeurotic fibroma	238862009
20330	199293	Congenital microgastria	83714006
20331	199299	Late-onset isolated ACTH deficiency	773989002
20332	199310	Tetragametic chimerism	205718006
20333	199323	Endophthalmitis	1847009
20334	199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type	722008003
20335	199329	Congenital myopathy, Paradas type	725420009
20336	199627	Atypical autism	231536004
20337	199630	Isolated cerebellar vermis hypoplasia	766709000
20343	206436	Infantile Krabbe disease	238030005
20344	206443	Late-infantile/juvenile Krabbe disease	41142009
20346	206470	Cystadenoma of childhood	1208475008
20347	206489	Malignant germ cell tumor of the vagina	770686005
20348	206492	Vulvovaginal rhabdomyosarcoma	766759009
20349	206538	Malignant non-dysgerminomatous germ cell tumor of ovary	1263450003
20350	206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	765197008
20351	206569	Immune-mediated necrotizing myopathy	715863001
20352	206572	Overlap myositis	1231749004
20353	206575	Rippling muscle disease with myasthenia gravis	770596007
20354	206586	Neurolymphomatosis	766752000
20355	206594	Subacute inflammatory demyelinating polyneuropathy	277189006
20356	206599	Isolated asymptomatic elevation of creatine phosphokinase	773990006
20377	206991	Viral myositis	240105009
20378	206994	Bacterial myositis	30330001
20380	207000	Fungal myositis	240111007
20406	208524	Herpetiform pemphigus	771145006
20441	209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	773726000
20442	209956	Idiopathic uveal effusion syndrome	778049009
20443	209959	Phacoanaphylactic uveitis	1833005
